ZFA:0000000	1	Brachet's cleft	0	0	0	0
ZFA:0000001	1	Kupffer's vesicle	0	0	0	0
ZFA:0000003	1	adaxial cell	0	0	0	0
ZFA:0000003	1	adaxial cells	1	1	0	1
ZFA:0000004	1	anterior axial hypoblast	0	0	0	0
ZFA:0000004	1	pre-polster	1	1	0	0
ZFA:0000005	1	artery	0	0	0	0
ZFA:0000005	1	arterial system	1	0	1	0
ZFA:0000006	1	ball	0	0	0	0
ZFA:0000006	1	yolk ball	1	1	0	0
ZFA:0000007	1	blood	0	0	0	0
ZFA:0000008	1	brain	0	0	0	0
ZFA:0000008	1	brain structure	1	0	1	0
ZFA:0000009	1	cardiac ventricle	0	0	0	0
ZFA:0000009	1	ventricle	1	1	0	0
ZFA:0000010	1	cardiovascular system	0	0	0	0
ZFA:0000011	1	caudal artery	0	0	0	0
ZFA:0000011	1	CA	1	1	0	0
ZFA:0000012	1	central nervous system	0	0	0	0
ZFA:0000012	1	cns	1	1	0	0
ZFA:0000013	1	cranial ganglion	0	0	0	0
ZFA:0000013	1	cranial ganglia	1	1	0	1
ZFA:0000013	1	presumptive cranial ganglia	1	0	1	0
ZFA:0000014	1	dorsal aorta	0	0	0	0
ZFA:0000014	1	DA	1	1	0	0
ZFA:0000014	1	dorsal aortic root	1	1	0	0
ZFA:0000015	1	anatomical set	0	0	0	0
ZFA:0000016	1	ectoderm	0	0	0	0
ZFA:0000017	1	endoderm	0	0	0	0
ZFA:0000018	1	epiblast	0	0	0	0
ZFA:0000019	1	epiphysis	0	0	0	0
ZFA:0000019	1	corpus pineale	1	1	0	0
ZFA:0000019	1	pineal gland	1	1	0	0
ZFA:0000019	1	pineal organ	1	1	0	0
ZFA:0000020	1	extraembryonic structure	0	0	0	0
ZFA:0000020	1	extraembryonic structures	1	1	0	1
ZFA:0000022	1	floor plate	0	0	0	0
ZFA:0000022	1	flexural organ	1	1	0	0
ZFA:0000022	1	floorplate	1	1	0	0
ZFA:0000022	1	fp	1	1	0	0
ZFA:0000023	1	forerunner cell group	0	0	0	0
ZFA:0000023	1	DFCs	1	1	0	1
ZFA:0000023	1	dorsal forerunner cells	1	1	0	1
ZFA:0000023	1	forerunner cells	1	1	0	1
ZFA:0000024	1	retinal ganglion cell layer	0	0	0	0
ZFA:0000024	1	ganglion cell layer	1	1	0	0
ZFA:0000026	1	hatching gland	0	0	0	0
ZFA:0000026	1	hgg	1	1	0	0
ZFA:0000027	1	paired fin skeleton	0	0	0	0
ZFA:0000027	1	appendicular skeleton	1	1	0	0
ZFA:0000028	1	heart primordium	0	0	0	0
ZFA:0000028	1	cardiac field	1	1	0	0
ZFA:0000028	1	heart primordia	1	1	0	1
ZFA:0000029	1	hindbrain	0	0	0	0
ZFA:0000029	1	rhombencephalon	1	1	0	0
ZFA:0000030	1	macula utricle	0	0	0	0
ZFA:0000030	1	maculae utricle	1	1	0	1
ZFA:0000031	1	hypochord	0	0	0	0
ZFA:0000032	1	hypothalamus	0	0	0	0
ZFA:0000033	1	intermediate cell mass of mesoderm	0	0	0	0
ZFA:0000033	1	ICM	1	1	0	0
ZFA:0000033	1	intermediate cell mass of Oellacher	1	1	0	0
ZFA:0000033	1	posterior intermediate cell mass	1	1	0	0
ZFA:0000034	1	lateral line system	0	0	0	0
ZFA:0000034	1	ll	1	1	0	0
ZFA:0000035	1	lens	0	0	0	0
ZFA:0000035	1	lenses	1	1	0	1
ZFA:0000036	1	liver and biliary system	0	0	0	0
ZFA:0000037	1	anatomical structure	0	0	0	0
ZFA:0000037	1	anatomical structures	1	1	0	1
ZFA:0000038	1	margin	0	0	0	0
ZFA:0000039	1	median axial vein	0	0	0	0
ZFA:0000040	1	median fin fold	0	0	0	0
ZFA:0000040	1	median fin	1	1	0	0
ZFA:0000041	1	mesoderm	0	0	0	0
ZFA:0000042	1	midbrain hindbrain boundary	0	0	0	0
ZFA:0000042	1	isthmus	1	1	0	0
ZFA:0000042	1	mhb	1	1	0	0
ZFA:0000042	1	midbrain-hindbrain boundary	1	1	0	0
ZFA:0000043	1	muscle pioneer somite 1	0	0	0	0
ZFA:0000043	1	muscle pioneers somite 1	1	1	0	1
ZFA:0000044	1	myotome somite 14	0	0	0	0
ZFA:0000045	1	neural crest	0	0	0	0
ZFA:0000046	1	retinal neural layer	0	0	0	0
ZFA:0000046	1	neural retina	1	1	0	0
ZFA:0000046	1	neuroretina	1	1	0	0
ZFA:0000047	1	peripheral olfactory organ	0	0	0	0
ZFA:0000047	1	nasal sac	1	1	0	0
ZFA:0000047	1	nose	1	0	1	0
ZFA:0000048	1	olfactory placode	0	0	0	0
ZFA:0000048	1	olfactory placodes	1	1	0	1
ZFA:0000049	1	optic recess	0	0	0	0
ZFA:0000049	1	optic recesses	1	1	0	1
ZFA:0000050	1	optic vesicle	0	0	0	0
ZFA:0000050	1	optic vesicles	1	1	0	1
ZFA:0000051	1	otic vesicle	0	0	0	0
ZFA:0000051	1	otic capsule	1	0	1	0
ZFA:0000051	1	otocyst	1	1	0	0
ZFA:0000051	1	ov	1	1	0	0
ZFA:0000052	1	dorsal actinotrichium	0	0	0	0
ZFA:0000052	1	dorsal actinotrichia	1	1	0	1
ZFA:0000053	1	presumptive segmental plate	0	0	0	0
ZFA:0000053	1	presumptive segmental plates	1	1	0	1
ZFA:0000054	1	pericardium	0	0	0	0
