1	ZFA:0000000	The visible division between epiblast and hypoblast in the gastrula.	1
1	ZFA:0000001	Small but distinctive epithelial sac containing fluid, located midventrally posterior to the yolk cell or its extension, and transiently present during most of the segmentation period. Kupffer's vesicle has been compared to the mouse embryonic node.	1
1	ZFA:0000003	NULL	1
1	ZFA:0000004	Anterior portion of the axial hypoblast.	1
1	ZFA:0000005	Vessels that carry blood away from the heart.	1
1	ZFA:0000006	The anterior round region of the yolk cell present after the yolk extension forms during the segmentation period.	1
1	ZFA:0000007	A complex mixture of cells suspended in a liquid matrix that delivers nutrients to cells and removes wastes.	1
1	ZFA:0000008	Cavitated compound organ which is comprised of gray and white matter and surrounds the cerebral ventricular system.	1
1	ZFA:0000009	Cavitated compound organ that receives blood flow from the atrium and delivers blood to the body via the aorta. Valves are present to direct flow. There are only two chambers present in the fish heart.	1
1	ZFA:0000010	NULL	1
1	ZFA:0000011	Extension of the dorsal aorta in the tail.	1
1	ZFA:0000012	The brain and spinal cord.	1
1	ZFA:0000013	Ganglion which is located in the head.	1
1	ZFA:0000014	Principal unpaired, median artery of the trunk, leading from the paired roots (radices) of the dorsal aorta to the caudal artery.	1
1	ZFA:0000015	NULL	1
1	ZFA:0000016	The outer layer of the embryo derived from the epiblast. The definitive ectoderm will give rise to such tissues as epidermis, the central nervous system, neural crest, and sensory placode.	1
1	ZFA:0000017	NULL	1
1	ZFA:0000018	The outer of the two layers of the blastoderm that form during gastrulation, corresponding to primitive ectoderm during gastrulation and to the definitive ectoderm after gastrulation.	1
1	ZFA:0000019	A circumscribed swelling, includes the pineal primordium that appears late in the segmentation period in the dorsal midline of the diencephalon.	1
1	ZFA:0000020	Anatomical structure that is contiguous with the embryo and is comprised of portions of tissue or cells that will not contribute to the embryo.	1
1	ZFA:0000022	Multi-tissue structure that is the ventral-most aspect of the developing neural tube.  The floor plate is a specialized glial structure that spans the rostral-caudal axis from the midbrain to the tail regions.	1
1	ZFA:0000023	A group of cells that migrate at the leading edge of shield during gastrulation but do not involute. At the end of gastrulation, forerunner cells migrate deep into the embryo and organize to form Kupffer's vesicle.	1
1	ZFA:0000024	NULL	1
1	ZFA:0000026	A transversely oriented set of cells located deep to the EVL on the pericardial membrane, especially prominent during pharyngula period because of the brightly refractile cytoplasmic granules (containing hatching enzymes) of the principal cells of the gland.	1
1	ZFA:0000027	Skeletal system of paired fins.	1
1	ZFA:0000028	Bilateral groups of cells consisting of three rows: one row of endocardial precursors medially and two rows of myocardial precursors laterally. The two populations fuse at the midline between 21 and 26 somites to form the heart rudiment or cone.	1
1	ZFA:0000029	The most posterior of the three principal regions of the brain. In mammals and birds the hindbrain is divided into a rostral metencephalon and a caudal myelencephalon. In zebrafish, with the exception of the cerebellum, the ventral remainder of the metencephalon can be separated only arbitrarily from the more caudal myelencephalic portion of the medulla oblongata and thus these are not distinguished here. From Neuroanatomy of the Zebrafish Brain.	1
1	ZFA:0000030	Portion of tissue that is a patch of thickened, pseudostratified epithelium in the inner ear, consisting of regular arrays of sensory hair cells interspersed with supporting cells. The macula utricle senses linear acceleration and gravity.  The macula utricle covers most of the floor of the utricle.	1
1	ZFA:0000031	Portion of tissue that arises from the arise from the lateral edges of the shield and is located immediately ventral to the notochord. The hypochord is thought to play a role in positioning the dorsal aorta. Unlike in frogs and axolotl, the hypochord does not appear to be endodermally derived.	1
1	ZFA:0000032	Multi-tissue structure which is the largest portion of diencephalon and is ventrally located. The hypothalamus arises near the end of the segmentation period and the embryonic hypothalamic region gives rise to the neurohypophysis and other diencephalic nuclei.	1
1	ZFA:0000033	NULL	1
1	ZFA:0000034	A sensory system on the surface of the fish, consisting of small sensory patches (neuromasts) distributed in discrete lines over the body surface. The lateral line system is stimulated by local water displacements and vibrations, and detects propulsion of the fish through the water, as well as facilitating shoaling, prey capture, and predator and obstacle avoidance. (See Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/lat_line/lat_line.html'>lateral line</a> by T. Whitfield.)	1
1	ZFA:0000035	Portion of tissue that is a transparent, biconvex structure located in the eye through which light is focused.	1
1	ZFA:0000036	NULL	1
1	ZFA:0000037	Zebrafish anatomical entity that has inherent 3D shape and is generated by coordinated expression of the organism's own genome.	1
1	ZFA:0000038	Embryonic structure, the involuting edge of the blastoderm.	1
1	ZFA:0000039	NULL	1
1	ZFA:0000040	Surface structure that will develop into one of the median fins.  Extends from dorsal surface of fish, caudal to the 8th somite, to the ventral surface ending at the caudal side of the  vent.	1
1	ZFA:0000041	NULL	1
1	ZFA:0000042	NULL	1
1	ZFA:0000043	NULL	1
1	ZFA:0000044	Portion of the somite giving rise to body wall muscle masses.	1
1	ZFA:0000045	A cell population arising from the dorsolateral aspect of the central nervous system primordium during the segmentation period, and later migrating along stereotyped pathways to give rise to a diverse and well-defined set of cell types including pigment cells, peripheral neurons and glia, and head cartilage.	1
1	ZFA:0000046	NULL	1
1	ZFA:0000047	NULL	1
1	ZFA:0000048	Neurogenic placode that gives rise to the olfactory neurons that which convey odor information to the CNS.	1
1	ZFA:0000049	NULL	1
1	ZFA:0000050	Portion of tissue that is comprised of neuroepithelium which has pinched off from the anterior neural keel and will form the optic cup.	1
1	ZFA:0000051	Epithelial sac present beside the fifth rhombomere; forms the semicircular canals dorsally and the otolith organs ventrally, and houses the acoustico-vestibular sensory epithelia (maculae) of hair cells. (Also see Anatomical Atlas entry for <a href='http://zfin.org/zf_info/anatomy/dict/ear/ear.html'>ear</a> by T. Whitfield.)	1
1	ZFA:0000052	Actinotrichium which is part of the dorsal fin fold.	1
1	ZFA:0000053	NULL	1
1	ZFA:0000054	Serous membrane that surrounds the heart.	1
1	ZFA:0000056	Swollen region of the anterior foregut, posterior to the mouth and anterior to the liver; its walls form the jaws and gills.	1
1	ZFA:0000058	The hatching gland rudiment at the time it underlies the forebrain during the early segmentation period.	1
1	ZFA:0000059	NULL	1
1	ZFA:0000060	Axial hypoblast located anterior to the chorda mesoderm; the polster is its most anterior region.	1
1	ZFA:0000062	Embryonic structure that gives rise to the forebrain.	1
1	ZFA:0000063	Region of the gastrula which gives rise to the neural plate.	1
1	ZFA:0000064	Portion of tissue that is the outer layer of the optic cup and will become the retinal pigmented epithelium.	1
1	ZFA:0000066	An inward fold on the surface of the embryonic ectoderm that develops into part of the anal passage.	1
1	ZFA:0000067	NULL	1
1	ZFA:0000068	Cluster of cells in the neural plate that have the potential to become neuroblast.	1
1	ZFA:0000069	Hindbrain segment or neuromere.	1
1	ZFA:0000070	NULL	1
1	ZFA:0000071	NULL	1
1	ZFA:0000072	Undifferentiated mesodermal component of early trunk or tail segment or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome.	1
1	ZFA:0000073	Undifferentiated mesodermal component of early trunk or tail segment or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome.	1
1	ZFA:0000074	Undifferentiated mesodermal component of early trunk or tail segment or metamere, derived from paraxial mesoderm; forms the myotome, sclerotome and perhaps dermatome.	1
1	ZFA:0000075	NULL	1
1	ZFA:0000076	The swim bladder is a double-chambered organ located in the coelom and used to maintain buoyancy and may function as an acoustic resonator. The zebrafish does not appear to have a gas gland, but it is not yet clear if there are gas producing cells distributed more widely.	1
1	ZFA:0000077	NULL	1
1	ZFA:0000078	Actinotrichium which is part of the ventral fin fold.	1
1	ZFA:0000079	The anterior and dorsal forebrain neuromere. In ray-finned fishes and most pronounced in teleosts the roof plate of the embryonic telencephalon extends laterally with the effect that the paired alar plates forming the hemispheric walls roll out lateroventrally in a process called eversion. This is unlike the development in other vertebrate groups. From Neuroanatomy of the Zebrafish Brain.	1
1	ZFA:0000080	Cranial neural crest which gives rise to the trigeminal ganglion.	1
1	ZFA:0000081	NULL	1
1	ZFA:0000082	Vessels that carry blood to the heart.	1
1	ZFA:0000083	NULL	1
1	ZFA:0000084	Nutrient store for embryonic development in the form of semicrystalline phospholipoprotein and contained within yolk granules.	1
1	ZFA:0000085	Apical ectodermal ridge that is part of the pectoral fin bud.	1
1	ZFA:0000086	Outermost monolayer of cells surrounding the embryo that become very flattened in the blastula and give rise to the periderm. Sometimes used synonymously with periderm.	1
1	ZFA:0000088	Peripheral layer of the yolk cell including nuclei and non-yolky cytoplasm.	1
1	ZFA:0000089	Portion of tissue which is a slender, horny, flexible, unsegmented fibril, which strengthens the embryonic fin fold. Actinotrichia are translucent, exhibit birefringence (double refraction) and are composed of the scleroprotein elastoidine.	1
1	ZFA:0000090	Apical ectodermal ridge that is part of the dorsal fin.	1
1	ZFA:0000091	NULL	1
1	ZFA:0000092	NULL	1
1	ZFA:0000093	Cell that arises during cleavage and is partially cleaved, and located at the blastodisc margin prior to collectively forming the yolk syncytial layer (YSL) in the midblastula.	1
1	ZFA:0000094	Nests of developing blood cells arising late in the segmentation period from the intermediate mass, and located in the anterior-ventral tail, just posterior to the yolk extension.	1
1	ZFA:0000095	Skeletal and cartilaginous elements of the gill arches; the last five of the set of seven pharyngeal arches; the numbering system can be confusing; generally branchial arch #1 is the first gill arch, or the third pharyngeal arch, but some authors do not follow this convention.	1
1	ZFA:0000096	NULL	1
1	ZFA:0000097	Artery originating at the junction of the first two aortic arches and supplying the anterior brain.	1
